prompt,cfg,step,seed,image_name,part_id,concept_type,clip_score
"gloomy pokemon creature by john kenn mortensen, style of shaun tan wayne douglas barlowe ",7.0,50,1806815819,c0a4e1e3-ea24-47d5-8143-9769ce0570ed.png,5,character,0.3232
"artistic digital artwork. where am i? epic beautiful colourful scene by vincent bons, michael whelan, remedios varo and gerardo dottori. grainy and rough. interesting pastel colour palette. beautiful light. detailed oil and water colour based on high quality render. ",7.0,50,2318115198,ab2acd92-6ec7-450f-8558-fc6347aeb212.png,6,object,0.2806
"a mechanical hand reaching out of the earth, covered in flowers and vines. beams of light, dust specks ",7.0,50,3522034640,77de3982-d0d0-4c58-ae29-f25e69963793.png,5,object,0.2712
"head and shoulders portrait of anthromorphic lion dressed in royal king robes and crown, detailed magical realism oil painting 4 k ",7.0,50,729701362,efc98229-60fd-4d35-b00a-e927bccce370.png,4,character,0.2927
"a beautiful painting of a lighthouse on the sea by nekro and pascal blanche and syd mead and greg rutkowski and beeple and victo ngai and simon stalenhag and chris voy. in style of cg art. ray tracing, cel shading, 3 d. ue 5. hyper detailed. realistic. maya. octane render. ",7.0,50,1420916537,c214b334-7a43-41c6-aaa9-f3313b534736.png,1,scene,0.3405
digital portrait of bowser as a pretty blonde woman wearing a daring black dress ,7.0,50,2662665347,cef36d15-000d-4a28-9f03-f04d9937d4a5.png,5,character,0.2904
man in hazmat suit swimming in lava ,7.0,50,2741310482,005b7bbb-06da-46e6-8a80-82e9e01ebfca.png,5,character,0.3269
"avatar jake sully splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",10.0,50,1284513735,54cbf3f1-f666-42fc-ac11-4b3106ea4d3c.png,6,object,0.2659
die cut sticker of anime chibi kawaii cute tsundere clover ,7.0,50,1825085248,3d65ad85-0903-4190-8e3d-3857c6d00eae.png,3,object,0.3506
"a beautiful hyperdetailed highly detailed nature playground city building by john howe, poppy uv light darkacademia at dusk sea sunlight liberty city, archdaily, wallpaper, highly detailed, trending on artstation. ",15.0,50,1532527517,ed59428e-be26-40f6-a70a-0e38d7908e0d.png,1,scene,0.3272
"photoreal portrait intricate darkwar assassin wearing a dark hoody, apocalyptic scenario, intricate malfunctioning open circuits, glittering light leaks, electromagnetic waves, blue glowing aggressive led eyes, zbrush, rhino 3 d, greeble skin, octane render, industrial design, trending on artstation, cyberpunk, dystopia tokyo ",18.0,50,1265478268,48d90390-1233-481c-8e78-3addb9edbc6e.png,5,character,0.2802
"3 panel scene, girl looks out the window inside a cozy room - dramatic cozy arts by wlop and okuda genso. wide angle lens. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ",5.0,50,1672632792,1a9b657b-f4b3-4c56-b2ed-8fde493f54ee.png,2,character,0.326
"spritesheet game asset vector art, smooth style beeple, by thomas kinkade hearstone league of legends dofus overwatch ",7.0,50,1498938636,45a47138-1735-4a7f-b343-12d9fe4b14af.png,6,object,0.2969
man in tux with a giant cheeseburger head highly detailed ink drawing by junji ito ,7.0,50,59284052,a3be9269-1809-4fa0-8897-8e22fe7ddc56.png,1,character,0.3919
centric diatoms ,40.0,50,1599242900,fe82a5df-0e61-4966-be4f-47f69a6e5fce.png,6,abstract,0.3311
"a beautiful very detailed rendering of urbex unfinished building industrial architecture kingdom architecture nature by georges seurat, tundra retrowave sunset myst landscape hyperrealism tokyo rainforest bladerunner 2 0 4 9 lightpaint uv light infrared flowers morning sun nature at dawn, archdaily, wallpaper, highly detailed, trending on artstation. ",15.0,50,507534424,d783e40a-656b-4516-a0a1-9a974e188bc6.png,1,scene,0.2496
"painting by sargent leyendecker and gurney, rhads, vasnetsov, savrasov levitan polenov, middle ages, above the layered low clouds travel path road to sea bay view photo of praire, fantasy, castle, overcast sharpen details darkest night black sky ",7.0,50,3171519326,f32ee3ff-bf0a-48a6-80e7-08aea601f89c.png,3,scene,0.283
"a beautiful vfx portrait of a gorgeous dark haired business woman. highly detailed portrait, digital painting, sharp focus illustration, artstation hq. intricate, elegant. art by wlop and tooth wu and greg rutkowski and alena aenami and beeple, medium shot, green iridescent ",10.0,50,1682035632,bfe6283e-95ac-49e2-ba99-f15b0f5fde26.png,6,character,0.2667
"a realistic wide angle painting of a vintage television, in and advanced state of decay, psychedelic mushrooms all around, in a post apocalyptic city, ghibli, daytime, dynamic lighting ",14.0,50,2877390499,c473e9d5-f020-4b7a-ad35-4435cfc4f174.png,1,scene,0.293
"serenity at grand teton national park, oil on canvas artwork by william sidney mount, nostalgic, golden hour ",7.0,50,3457563414,0cd361c4-1068-4c31-9f3c-4d7677ada7a9.png,3,object,0.3709
"brown coffin laying on grass in a graveyard on a cloudy, rainy, day. a framed picture of emma watson stands beside it. ",7.0,50,125686490,3822ac82-e612-4fda-86c1-72f749c62f33.png,1,object,0.3216
"an attractive young cybernetic female, highly detailed oil painting, impasto brush strokes, soft light, 8 k, cyberpunk colour palette, dramatic composition, dramatic lighting, sharp focus, concept art, masterpiece, by adrian ghenie and jenny saville and zhang jingna ",7.0,50,3432911694,d29ce815-1881-4406-b067-523e84c79b7d.png,2,object,0.3383
cool mac wallpaper lobby ,7.0,50,1981976953,4d4e3bab-a8c0-4029-9c30-88dcef42005f.png,2,abstract,0.2767
"a vicious battle between 5 heroes of the dire versus 5 heroes of the radiant from dota 2, visible are 1 0 heroes from the dota 2 universe, everyone is throwing spells or attacks, vicious fight, dynamic shot, dynamic composition, low - angle shot, cumulonimbus clouds, detailed digital painting, drawn by kunkka, artbykunkka ",7.0,50,3418171588,813ec660-b73a-4e3c-845a-a0916103bf65.png,4,object,0.2888
"a copper sculpture of an avocado with emma watson's face, intricate details, photograph, sharp focus, depth of field, cinematic lighting, ",7.0,50,28216660,cc565969-f8f4-4f5a-9968-04e8880b67e3.png,2,character,0.3515
"realistic corgi, intricate paper quilling, swirls, spirals, white background ",7.0,50,1122462068,5d6c5829-e65f-4568-9e6e-42f70d48b430.png,1,object,0.3936
"kodak portra 4 0 0, wetplate, muted colours, 1 9 3 0 s award winning colour portrait of a blue white striped pillow leaning against the wall by saul leiter, insanely detailed, insanely intricate, depth of field, blueberry ",13.0,50,874445028,a5b00024-8f2b-4b9c-9e04-6c5570d810ac.png,2,character,0.2503
"japanese manga, yoshiyuki tomino, battle mecha boy, broken mecha warrior, manga cover, hd, fine detail, detail works + tarot cards, cyberpunk style, hd, noise reduction, high contrast, unreal engine, 4 k, authors katsuhirootomo and yukito kishiro and trending on artstation ",12.0,50,395577947,d3f3f28a-0d6d-4a19-b973-aa420d97efb0.png,4,character,0.3066
"cute fluffy spotted kitten with peacock tail hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",7.0,50,2142162720,3cd83839-80c6-40a3-ac72-a7c258ab16e1.png,2,character,0.3269
"peaceful, beautiful landscape, environment, colors, film, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, by alena aenami, clyde caldwell, trending on artstation, hd, 8 k, clear, sharp ",11.0,50,356218727,8f774af2-024a-4f9c-bc26-2dd1da8894d2.png,3,scene,0.2828
"a realistic manga portrait of randy random illustration by yoshiyuki sadamoto and alphons mucha sui ishida of an anime girl highly detailed anime eyes wearing streetwear pilot suit lots of zippers, pockets, synthetic materials, jumpsuits by issey miyake and balenciaga ",7.0,50,1847823471,4856d74a-b826-4930-ba31-c9993f6d8d71.png,6,character,0.2668
🐺🦊 null sanctos ⛩ noctum libati eternas 🏴☠ ,15.0,50,2637957488,76c9e3d1-ca0e-4b65-82db-9c1dbf9b1a20.png,5,object,0.3017
"mi - go chef in a kitchen, by josan gonzalez splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",7.0,50,828569252,0ecb1af9-ad8b-4aa9-99e8-33ebdd44cb86.png,2,object,0.3079
"portrait photo still of chuck norris holding a small cake, wearing a birthday hat, in front of a house on fire, 8 k, 8 5 mm f 1. 8 ",10.0,50,2599589168,3c549e16-34df-4682-a8b6-ca7ddfdbcbad.png,5,character,0.4191
"mf doom surrounded by starlight, moon behind, chinese fantasy, intricate complexity, elegant, hyper detailed, scattered diffusion, ultra definition, photoreal, artstation, unreal engine rendered, concept art, smooth, sharp focus, illustration, art by artgerm and pendleton ward and alphonse mucha and garis edelweiss ",7.0,50,2098311384,b924a032-4f8d-40c0-9cc3-2e95cedd2cab.png,6,object,0.2591
"sketch, ultra detailed, fashion, happy, beautiful woman, she smile, big beautiful eyes, surreal, in style of jean - michel basquiat, trending on artstation ",7.0,50,2803626147,8bbae654-2881-4ad7-9e7d-0e1fc51c5146.png,5,character,0.2758
"the gaint ring, future, render of dreamy beautiful landscape, fantasy dreamy, artger, large scale, details vintage photo hyper realistic ultra realistic photo realistic photography, unreal engine, high detailed, 8 k ",12.0,50,3333441099,3ad4a6ac-a23e-4098-9d5a-a44242df5873.png,1,scene,0.3206
"angled photograph of an abandoned train cart during dusk, taken with 3 5 mm kodachrome film, award - winning photography, liminal, surreal, 4 k, hd ",7.0,50,3634862274,a0502133-b49e-4328-8c39-4040014433ea.png,5,object,0.3474
"cute fluffy baby cat rabbit lion hybrid mixed creature character concept, wearing crown with tribal peacock feathers and flowers and robe with lace collar, detailed oil painting, renaissance, 4 k ",7.0,50,3278078784,ea6b6c36-c464-4e8b-b117-d1105a4aa8f3.png,4,character,0.3302
"poignant portrait of two old war friends remembering their youth, the years weigh heavily in their eyes, nostalgia, melancholy ",7.0,50,1065172707,a05dc2d8-f78a-48aa-a0ae-63bcff6a09ec.png,2,character,0.3368
"a magical forest with huge chess pieces, 8 k, matte painting, early morning light, cinematic light, in the style of martin johnson heade and h. r. giger, ",8.0,40,2229048108,7c9a9ad5-f813-46b9-9259-88d71a7fd326.png,3,scene,0.3527
"artistic digital artwork. where am i? epic beautiful scene from a dream with dramatic clouds by vincent bons, michael whelan, remedios varo and gerardo dottori. grainy and rough. interesting colour palette. beautiful light. translucent. detailed oil and water colour based on high quality render. ",7.0,50,2329554582,eb897371-6c85-4504-8ccd-a4c5a58de815.png,5,object,0.3019
"realistic portrait of a black crusader knight in a byzantine mosaic, perfect face, perfect eyes, very detailed, very realistic, elegant, top art, renowed artwork ",7.0,50,249284616,2c84377e-e66f-4248-8d7b-ec6ad710ea48.png,6,character,0.3503
"jurassic world movie scene of ankylosaurus, ultra realistic, rocky terrain, sun, cloudy sky, jungle, uncropped full body shot, pinterest ",6.0,50,3536294993,692d6826-9551-4fcf-a8d8-e53b36b72c4a.png,4,scene,0.3098
"wide eyed clint eastwood by rembrandt, startled facial expression, open mouth, intricate, ultra detailed painting, atmospheric lighting, golden hour ",7.0,50,1095934018,874cd9dd-3c74-49db-b167-962b97ef05cc.png,6,object,0.3131
"a small forest full of butterflies, studio lighting, golden ratio, details, masterpiece, fine art, intricate, decadent, ornate, highly detailed, digital painting, octane render, ray tracing reflections, 8 k, artstation, concept art, smooth, sharp focus, illustration, art by claude monet and vincent van gogh and van eyck ",17.0,50,3119985052,cf212580-d92a-48ff-a79c-93abb5619d31.png,4,scene,0.3216
"george washington by kehinde wiley and rembrandt : 5. photorealistic facial features, portrait, detailed face, ultra high details, large, close - up : 1. ",7.0,50,2641925579,9d823947-c415-4d76-aa55-24a223cb23d0.png,1,character,0.3073
"japanese manga, yoshiyuki tomino, battle mecha boy, broken mecha warrior, manga cover, hd, fine detail, detail works + tarot cards, cyberpunk style, hd, noise reduction, high contrast, unreal engine, 4 k, authors katsuhirootomo and yukito kishiro and trending on artstation ",7.0,50,3773496072,d26633aa-43da-4022-891e-fd1ff53c0a79.png,4,character,0.302
"ezio auditore in tai chi pose, fantasy digital painting, stunning intricate details, artwork by cyril rolando ",10.0,50,1227357241,1c4c1a47-f3d7-4c86-af79-0373d1860f4e.png,5,object,0.2783
⛓ 🌈 null sanctos ⛩ apotheosis mustelae ⛪ noctum libati eternas 🏴☠ ,7.0,50,2637957488,f24fc293-aab6-4ea8-8035-d80d8df9765c.png,5,object,0.2678
"a roman vestals, gorgeous, close - up portrait, intricate, elegant, volumetric lighting, scenery, digital painting, highly detailed, artstation, sharp focus, illustration, concept art, ruan jia, steve mccurry ",7.0,50,2411242189,261e7a01-3dc1-4b2c-a56c-bb12b56686e0.png,6,character,0.2772
"anime full body portrait of a couple by artgerm, wlop, loish, ilya kuvshinov, and makoto shinkai, still from persona 5, elegant, vivid colors, hyperdetailed artistic lines, intricate, in the style of borderlands, artstation, unreal engine 5, behance, 8 k ",16.0,50,585250225,6a83346a-7bcb-4a77-8f4d-c0ec7b1e2cfd.png,4,character,0.3522
"anna from frozen | | fine detail!! anime!! realistic shaded lighting!!, directional lighting 2 d poster by ilya kuvshinov, magali villeneuve, artgerm, jeremy lipkin and michael garmash and rob rey ",11.0,50,2308518871,8e5dea69-976b-433f-8460-15cf1f2d34db.png,2,object,0.377
"portrait of a handsome angel girl in flight divine flame anime digital art an ultrafine detailed painting, detailed painting, detailed eyes!!, final fantasy octopath traveler lovecraft ghibly ",15.0,50,3307359934,219cabd4-f0b2-4ec3-8b93-1b6ec4cc686b.png,5,character,0.3318
"close - up painting of alchemist warrior, rock, highly detailed, by frank frazetta, keith parkinson and greg rutkowski and aleksandra skiba ",7.0,50,1910435208,e0919417-e6e4-4942-a619-190da8bf1d19.png,3,character,0.3231
"a very happy monster, oil painting by justin gerard, deviantart, pixar, bright colors ",7.0,50,2329095333,87d3a3c2-ddb6-4b46-af62-6f9650278599.png,1,character,0.3742
"a cyborg elephant made of metal in a large city, shiny, chrome, glowing eyes and tusks, cinematic lighting ",7.0,50,1040625816,0d8021a9-4fd3-4d6d-a1a2-bb94d9d134e3.png,4,character,0.3746
"a wooden sculpture of a witch, cherrywood stain, beautiful face, flowing robe, intricate details, photograph, sharp focus, depth of field, cinematic lighting, ",7.0,50,3038524152,b4e82d39-fa70-4dab-b537-fc910d193f3f.png,2,character,0.3268
"a realistic man made of cheese screaming, extremely detailed, photo, trending on artstation, 8 k, - w 7 6 8 ",15.0,50,1983379196,e452ec3f-aaa1-46e9-9030-fe1e25ec8370.png,2,character,0.3032
black red and gold baroque detailed filigree carpet warhammer concept art ,12.0,50,205866122,fadc776c-88ad-4e56-ab96-0a2345229517.png,6,object,0.3684
"an illustration of a dinosaur k 2 9. 0 0 0 in the woods, trending on artstation, central composition, very cartoon, shape focus, high detailed, by anton fadeev ",12.5,50,328296920,a6cad075-d7ed-4010-85ea-44421298e431.png,6,object,0.3287
"a medieval renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",16.0,50,1028282361,bee1535d-e648-4f81-b87e-ba3e24b319ca.png,2,character,0.4131
intricate illustration of fantasy animals ,7.0,50,122717040,888c7649-21d6-4205-8ab8-1ac16814a0d5.png,6,abstract,0.3521
"xenoblade 2, ",7.0,50,2263034889,21ef4704-4ef0-4d3b-99d7-041c0543df86.png,4,abstract,0.2856
"portrait of knight, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",13.0,50,1208131751,1d3dd70c-b665-440d-a45b-c74ba883444e.png,6,character,0.284
a white hamster dancing on a disco dance 7 0 s ,7.0,50,4105377108,492efbb6-aa4f-496c-ba6a-5f7aced76380.png,3,object,0.3405
"render of dreamy beautiful landscape, dreamy, artger, large scale, details vintage photo hyper realistic ultra realistic photo realistic photography, unreal engine, high detailed, 8 k ",14.0,50,3641875382,b4e9a032-6631-4c03-b6b8-bc696fbfe0b5.png,1,scene,0.2957
skyrim screenshot of blackreach cave ,7.0,50,834753458,1d077f91-297f-481e-b50e-beaecabf17c1.png,5,scene,0.3515
"a beautiful very detailed rendering of palace city unfinished building nature urbex industrial architecture by renzo piano, at night futuristic extraterrestial junglepunk, archdaily, wallpaper, highly detailed, trending on artstation. ",15.0,50,1657330880,370e079d-a29b-412d-ac3f-8536f6739c42.png,1,scene,0.3514
"painted closeup of cute kitten running in the battlefield, exploding shells in the background. fantasy intricate elegant extremely detailed digital painting trending artstation concept art sharp focus illustration art by gustave courbet greg rutkowski craig mullins ",7.0,50,4070873351,cbf08791-9bda-4e9b-a644-5eb603608dfd.png,5,object,0.3694
"portrait of alita, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",13.0,50,1208131751,86803854-59f6-4b36-abe2-49ac2fd62013.png,6,character,0.3534
centric diatoms ,8.0,50,539753110,3bea92f0-df4b-4cb9-b95d-3ef4df5f7774.png,4,abstract,0.2841
"broken diamond pattern reflecting, realistic, unsymetrical ",7.0,50,1048420958,697d08e8-c9db-4a8c-8e40-530e69e527b6.png,3,object,0.2739
oil painting by martin johnson heade of a small group of guinea pigs in a meadow in the spring at dawn. ,7.0,50,1969812141,72db7656-8fa3-4380-a88d-3bedea34061d.png,6,object,0.3325
"1 : 6 and god said, let there be a firmament in the midst of the waters, and let it divide the waters from the waters. 1 : 7 and god made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament : and it was so. 1 : 8 and god called the firmament heaven. and the evening",15.0,50,3817944426,4dd997aa-5b7c-4735-b0e0-5e97fc7efaad.png,6,object,0.2178
blade runner movie still mixed with the matrix and cyberpunk 2 0 7 7 by denis villeneuve tom anders zorn hans dragan bibin thoma greg rutkowski ismail inceoglu alphonse mucha blue color scheme ,9.1,50,2714575783,d53dbce6-ebbc-408f-83e8-4d5740bfd8d6.png,5,object,0.3205
"nebula shaped as feathered native american headdress, digital art, octane render, volumetric lighting ",9.0,50,1174070709,be76521a-cc14-42f6-b29b-305f7da80106.png,5,object,0.2701
photo of a surreal pool room where the pool table is a moebius strip ,7.0,50,3376739957,dbec4985-5cd5-4ca5-8849-3c8393025810.png,6,scene,0.3133
"painted closeup portrait of intense man, masculine, fierce, charming, fantasy, intricate, elegant, extremely detailed by alphonse mucha by chuck close, charcoal on canvas ",12.0,50,4216442633,e7f9ff4c-232c-474f-8807-a60519d18a55.png,1,character,0.287
"cute fluffy baby cat lion cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",7.0,50,1612258027,69e95615-d20d-4f11-beb0-66eaa7cae210.png,3,character,0.3368
"beautiful fluffy cheetah giraffe hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",7.0,50,2138072165,3d881212-ba88-4059-9595-d55e9093af3c.png,3,character,0.3036
oil painting by delacroix of liberty leading the people. ,7.0,50,4102237653,1aa814ed-8d4a-42c6-ac81-c23c780ba2a8.png,3,object,0.3327
"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet. gentleman elegant ",7.0,50,1488463677,350b95a3-f938-42db-95e8-4f9071f2eae8.png,3,character,0.3093
[ meaty speakers ]!! snapping [ alcohol in half in krajan demit ]!! while needing homework trending on artstation artstation hd intricate artstation digital cgsociety contest winner medium shot detailed oil painting overrated thin breakable violet brave meaty award winning 3 2 k ,7.0,50,2175265415,50c3d24d-1108-4119-abef-bb827a9c069e.png,5,object,0.2275
"miner in an attic room splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",10.0,50,2259311060,d26653a7-a516-4585-ad2e-5136cea2f42b.png,6,scene,0.2727
"highly detailed magician god holding a divine staff character design, cyberpunk crystal helmet and armor, cape, warframe, magician style, cyberpunk, elegant, highly detailed, ray tracing, smooth, sharp focus, art by fenghua zhong, peter mohrbacher, ruan jia, liuyuan lange, akiya kageichi, ayami kojima, joseph leyendecker ",7.0,50,2885032237,1216626d-efa1-42cd-9935-4cfc109e3cde.png,1,character,0.2818
"loneliness, vast city, pink, blue, artwork, depth of field, vast ",7.0,50,3137477825,d41715ac-90d0-4b83-aa04-3e9b89f915c9.png,3,scene,0.3304
"multiversal otherworldly luxurious interior living room with glass see through outside view of venice with chic couch and table and lush volcanic garden fireplace and intricate high - end scifi home, allegorical style, by peter mohrbacher and james jean and greg rutkowski, beautiful, award winning scenery, octane render, smooth, serene ",7.0,50,1772675705,b2676f5d-e432-4bf0-b7ca-578fd276bab1.png,6,scene,0.2964
hotel bedroom from the 1 9 2 0 s trending on artstation 3 2 k intricate artstation hd cgsociety contest winner polycount hd detailed medium shot ,7.0,50,1798280317,465b1425-86ae-4f95-8b0a-8e1799ef7a2f.png,5,object,0.332
"a hyperdetailed character design opulent, elderly grandmaster, fumo yoshitoshi, chinese mythology, ren jing jeong, peter mohrbacher, biomehieronymus spang, arunanondchai, murals, ocohopebright, pg 1 4 8, veileducationary, esllection, warrior, dreamcore, hyper detailed digital art, chinese style, vic",7.0,50,2706107235,b072b114-b2b0-4f74-8dfe-46839d76c23d.png,1,character,0.2453
a film still from alien by wes anderson ,10.0,50,1324659162,709c1578-5012-462a-85f1-251f7e708336.png,6,character,0.2913
a portrait painting of gabriel altom ,7.0,50,3995605855,0e9bed96-ad9f-409a-9719-ca937bb5e973.png,6,character,0.3029
a boston dynamics's spot with a purple leg in an empty museum ,7.0,50,564266185,4f835a6e-583c-4b18-9877-e1bc9f1e133e.png,6,object,0.3737
"thorny heart rose, simple vector art on white background ",7.0,50,1932971648,3ea71488-06f6-4666-9f2e-716e26af52d4.png,3,object,0.3362
"portrait of a handsome man in a black outfit, katana trenchcoat sunglasses, a flemish baroque by alexander mcqueen, art by john collier by greg rutkowski and craig mullins, oil on canvas ",10.0,50,1600963848,3a385022-ba33-4a82-80fa-a05a55d41c31.png,3,character,0.309
photo of abandoned houses ,7.0,50,2044696045,690de077-cc18-4b8d-836f-93619d710f1a.png,6,abstract,0.3178
"anthropomorphic fox animals, dressed as hot raver girl dancer, dance club in tropical paradise, many woodland creatures dancing, concept design, contrast, hot toys, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect ",7.0,50,4180485322,a62a31bc-f76e-4a6d-8017-56c8007a70b3.png,1,character,0.2967
"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",7.0,50,3506481270,e24eaff1-3bce-4f28-a317-12636ca4c6ce.png,3,object,0.358
"infinite time, beautiful landscape, environment, colors, cinematic, highly detailed, large scale, realistic lighting, octane render, by wlop, artgerm, by vladimir motsar, high quality, trending on artstation, hd, 8 k, clear, sharp ",11.0,50,84223455,deb57863-173b-48c9-bb58-c443bc8f5b24.png,4,scene,0.2989
"geodesic dreams of buckminster fuller, by artstation, deviantart, artslant artbox, cgsociety, gfxartist, artful, tadao ando, 4 k, ",10.0,50,3529786060,1e88df35-4ac6-4350-bb32-41c09a22d7a4.png,1,object,0.3186
"the lord of the rings : the return of the king splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",10.0,50,1303446980,a8102dc3-d3fe-4354-9314-7058a6d5953d.png,6,character,0.2878
"doom eternal, game concept art, veins and worms, muscular, chiroptera head, chiroptera ears, shark teeth, ferocious, fierce, hyperrealism, fine details, artstation, cgsociety, zbrush, no background ",7.0,50,972296696,6dec1516-1c3a-46a3-b345-cb8563ad9114.png,1,object,0.315
the last photo of a dodo alive sepia realistic 3 5 mm cinematic ,7.0,50,771039496,53c2784c-7b69-432a-b2d3-4d9d83b4532e.png,1,object,0.3034
"byzantine gothic lucifer, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",7.0,50,1863946787,8091e6d3-5988-4cb1-a9c1-5064bbc7ab44.png,5,object,0.3062
"photo cartoon illustration comics manga painting of bedroomenvironement : 6 fantasy environement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation ",7.0,50,3939894710,a68d02c4-1b27-46c6-aae0-459ae726f30d.png,3,object,0.2957
"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",7.0,50,3987291150,31856df3-e599-40b5-84a9-490ae2583357.png,3,object,0.3593
the shibuya crossing in a cyberpunk dystopian tokyo cyberpunk style trending on artstation ,7.0,50,1309916288,02c979b9-a9c3-4539-8b0a-b76905ce71f5.png,5,object,0.3491
"stern middle - aged woman, velvetcloak with hood, nineteenthcentury, sinister, shadows, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by jean - baptiste paulin guerin and artgerm and greg rutkowski and alphonse mucha ",7.0,50,1244557732,876fc00f-4c00-4270-a78d-bbd792ce2783.png,5,character,0.2908
a monster hugging itself realistic sinister 3 5 mm cinematic ,7.0,50,3623785166,3e5ddfa2-442d-4723-bf23-81e4fe4f9574.png,1,character,0.2239
"high schoolgirl sit in a cozy school classroom at night - 3 d dramatic cozy poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ",5.0,50,4236413115,259b88c6-e652-404f-979b-13a7814bb32b.png,2,object,0.3515
"anthropomorphic mouse animals, dressed as a raver chick dancer, dance club in the forest, many woodland creatures dancing, concept design, contrast, hot toys, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect ",7.0,50,3327693062,15b36a77-84b1-4a71-b535-77fa7f49adc0.png,1,scene,0.3085
"a face portrait of a humanoid male with turquois colored skin!, slightly smiling, young adult, triton race from d & d, gills on his neck, long black hair, style by donato giancola, wayne reynolds, jeff easley dramatic light, high detail, cinematic lighting, artstation, dungeons and dragons ",10.0,50,3793447281,adf9a3b6-c02b-478c-bec1-248e2cca16a9.png,5,character,0.3361
"cute fluffy baby yog sothoth hybrid mixed creature character concept, with long flowing mane blowing in the wind, long peacock feather tail, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",7.0,50,1545457383,c66c98a1-9139-409a-a2ac-2881f038b906.png,2,character,0.2535
"close up circular border with abstract designs deep colorful sphere, dark palette, universe, concept art, nature, deep rivers, planet, fractals, depth of field, roots, fluid simulation in houdini, subsurface scattering, vray octane render, cgsociety ",7.0,50,3695494480,64bbb1df-7dc3-42b8-9564-5c6c5e0eb882.png,3,scene,0.2791
"portrait of african, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",13.0,50,1208131751,3159163f-766b-431d-9915-8add730e70a7.png,6,character,0.3328
"afghan empress, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",7.0,50,830234241,49815d12-8ca6-4c3d-9a22-927654c0c7cf.png,2,object,0.3544
"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, machines! doom 3 unreal engine, 8 k, volumetric lighting, octane render ",7.5,50,3987291150,1bcf79b5-c3a0-4279-979a-d9a5b324faa2.png,3,object,0.3692
